id,text,labels,comment,sentiment
184,nakala ni fujo kubwa linalopotoka,0,nakala ni fujo kubwa linalopotoka,0
185,wacha tuanze na shida zote kaimu haswa kutoka kwa profesa mkuu alikuwa mbaya sana,0,wacha tuanze na shida zote kaimu haswa kutoka kwa profesa mku alikuwa mbaya sana,0
186,filamu zote mbili ni mbaya lakini kwa sifa ya toleo la  ilionekana,0,filamu zote mbili ni mbaya lakini kwa sifa ya toleo la ilionekana,0
187,nilidhani ilikuwa mbaya,0,nilidhani ilikuwa mbaya,0
188,mkurugenzi paul matthews ambaye pia aliandika kuelekeza sinema dhaifu ya monster  grim wazi hajui jinsi ya kuongeza kasi filamu zake,0,mkurugenzi paul mathews ambaye pia aliandika kuelekeza sinema dhaifu ya monster grim wazi hajui jinsi ya kuongeza kasi filamu zake,0
189,sinema inaudhi,0,sinema inaudhi,0
190,filamu inaonekana ya bei rahisi na isiyo na maana,0,filamu inaonekana ya bei rahisi na isiyo na mana,0
191,mojawapo ya mambo yanayokatisha tamaa zaidi ni ukosefu wa balaa kubwa,0,mojawapo ya mambo yanayokatisha tama zaidi ni ukosefu wa bala kubwa,0
192,athari za kuona zilikuwa mbaya,0,athari za kuona zilikuwa mbaya,0
193,mlipuko wa mizinga ya gesi mwishoni ulikuwa mbaya tu,0,mlipuko wa mizinga ya gesi mwishoni ulikuwa mbaya tu,0
194,mkutano huu haujawahi kufanya kazi vizuri zamani na hakika haifanyi kazi hapa,0,mkutano hu haujawahi kufanya kazi vizuri zamani na hakika haifanyi kazi hapa,0
195,haipendekezwi,0,haipendekezwi,0
196,haipendekezi,0,haipendekezi,0
197,ninaelewa kuwa inapaswa kuwa vichekesho cha bei nafuu cha popcorn lakini hiyo haimaanishi kuwa inabidi itukane akili zetu na kuandika maandishi mabaya sana kiasi kwamba inapakana na kukera,0,ninaelewa kuwa inapaswa kuwa vichekesho cha bei nafu cha popcorn lakini hiyo haimanishi kuwa inabidi itukane akili zetu na kuandika mandishi mabaya sana kiasi kwamba inapakana na kukera,0
198,kipaji kikubwa cha lewis black kinatoweka hapa pia kwa vile yeye ni mtangulizi wake wakati yeye hajazuiliwa ambayo rating ya pg hakika haitakubali,0,kipaji kikubwa cha lewis black kinatoweka hapa pia kwa vile yeye ni mtangulizi wake wakati yeye hajazuiliwa ambayo rating ya pg hakika haitakubali,0
199,bajeti ilikuwa dhahiri sana,0,bajeti ilikuwa dhahiri sana,0
200,walakini hapa hakukuwa na kaimu bora kitendo au kazi ya eneo kusawazisha mambo,0,walakini hapa hakukuwa na kaimu bora kitendo au kazi ya eneo kusawazisha mambo,0
201,filamu ilikuwa ndogo sana,0,filamu ilikuwa ndogo sana,0
202,haikufaulu kufikisha jumla ya mandhari ambayo yalikuwa sehemu kubwa ya asili,0,haikufaulu kufikisha jumla ya mandhari ambayo yalikuwa sehemu kubwa ya asili,0
203,kwa jumla ilikosa tu mawazo,0,kwa jumla ilikosa tu mawazo,0
204,sipendekezi,0,sipendekezi,0
205,je inawezekana kwa sinema kuwa mbaya zaidi kuliko hii,0,je inawezekana kwa sinema kuwa mbaya zaidi kuliko hi,0
206,hata wakati wanawake watajidhihirisha hakuna ishara ya uboreshaji mambo yanayotarajiwa sana kutokea na wakati filamu imekwisha unaweza kuwa umelala sana,0,hata wakati wanawake watajidhihirisha hakuna ishara ya uboreshaji mambo yanayotarajiwa sana kutokea na wakati filamu imekwisha unaweza kuwa umelala sana,0
207,jihadharini hii sio sinema ya ibada ya kidini hii ni kipindi cha takataka,0,jihadharini hi sio sinema ya ibada ya kidini hi ni kipindi cha takataka,0
208,siwezi kuamini kuwa kuna njia ijayo kwa hii,0,siwezi kuamini kuwa kuna njia ijayo kwa hi,0
209,ambayo ni kwa nini ninaipa hakiki mbaya,0,ambayo ni kwa nini ninaipa hakiki mbaya,0
210,mistari yake inaonekana kuwa imeandikwa na mtu wa miaka kumi na tano ingawa wanajaribu sana kusikika kama vile mtu wa miaka kumi na tano angeongea,0,mistari yake inaonekana kuwa imeandikwa na mtu wa miaka kumi na tano ingawa wanajaribu sana kusikika kama vile mtu wa miaka kumi na tano angeongea,0
211,hakuna udhuru kwa kitu hiki ambacho hakijafanywa vizuri,0,hakuna udhuru kwa kitu hiki ambacho hakijafanywa vizuri,0
212,niliona sinema hii na nilidhani hii ni sinema ya kijinga,0,niliona sinema hi na nilidhani hi ni sinema ya kijinga,0
213,ni nini kijinga zaidi ni kwamba ni nani aliyefikiria wazo kwamba kunapaswa kuwa na volkano huko los angeles,0,ni nini kijinga zaidi ni kwamba ni nani aliyefikiria wazo kwamba kunapaswa kuwa na volkano huko los angeles,0
214,ili kuwa mkweli na wewe hii ni ya upumbavu isiyo ya kushangaza na ni ujinga sana,0,ili kuwa mkweli na wewe hi ni ya upumbavu isiyo ya kushangaza na ni ujinga sana,0
215,kwa kumalizia sitajisumbua na sinema hii kwa sababu volcano huko los angeles sio kitu lakini ni isiyo na maana,0,kwa kumalizia sitajisumbua na sinema hi kwa sababu volcano huko los angeles sio kitu lakini ni isiyo na mana,0
216,mstari wa hadithi ni mbaya tu,0,mstari wa hadithi ni mbaya tu,0
217,ni chungu tu,0,ni chungu tu,0
218,na lafudhi ni mbaya sana,0,na lafudhi ni mbaya sana,0
219,kuna unafiki wa kutosha katika filamu hii kunifanya nitapike,0,kuna unafiki wa kutosha katika filamu hi kunifanya nitapike,0
220,usipoteze muda wako kutazama filamu hii ya takataka ambayo haijafanywa utafiti,0,usipoteze muda wako kutazama filamu hi ya takataka ambayo haijafanywa utafiti,0
221,ukadiriaji wangu  tu kati ya ,0,ukadiriaji wangu tu kati ya,0
222,bila kujali filamu inashindwa kwa viwango vingi,0,bila kujali filamu inashindwa kwa viwango vingi,0
223,ninajua kuwa jim oconnor alikuwa na nguvu sana na kwamba hakuna mtu anayeweza kuwa kama yeye lakini george hakuwa na riba,0,ninajua kuwa jim oconor alikuwa na nguvu sana na kwamba hakuna mtu anayeweza kuwa kama yeye lakini george hakuwa na riba,0
224,epuka kwa gharama zote,0,epuka kwa gharama zote,0
225,siipendekezi,0,sipendekezi,0
226,sinema hii ni mbaya sana kwa akili haingeweza hata kutengenezwa,0,sinema hi ni mbaya sana kwa akili haingeweza hata kutengenezwa,0
227,isipokuwa tu uko kwa kukusanya filamu zote za kazi za austen unaweza kuruka hii,0,isipokuwa tu uko kwa kukusanya filamu zote za kazi za austen unaweza kuruka hi,0
228,si nzuri,0,si nzuri,0
229,si ya kufurahisha,0,si ya kufurahisha,0
230,sio nzuri,0,sio nzuri,0
231,hata kuruhusu viwango duni vya uzalishaji kwa wakati huo  na muundo aina fulani ya mfululizo wa mini hii ni mbaya,0,hata kuruhusu viwango duni vya uzalishaji kwa wakati huo na mundo aina fulani ya mfululizo wa mini hi ni mbaya,0
232,najuta,0,najuta,0
233,utajuta,0,utajuta,0
234,utendaji mbaya sana hucheza angela bennett mtaalam wa kompyuta ambaye yuko nyumbani wakati wote,0,utendaji mbaya sana hucheza angela benet mtalam wa kompyuta ambaye yuko nyumbani wakati wote,0
235,ni filamu isiyohusu kitu chochote kisingizio tu cha kuonyesha matukio ya kejeli,0,ni filamu isiyohusu kitu chochote kisingizio tu cha kuonyesha matukio ya kejeli,0
236,yeye ni mbaya sana,0,yeye ni mbaya sana,0
237,lakini yeye bado ni mwigizaji mbaya akirudia sura yake ya uso wa robotic katika kila moja ya picha zake,0,lakini yeye bado ni mwigizaji mbaya akirudia sura yake ya uso wa robotic katika kila moja ya picha zake,0
238,matokeo ni aibu,0,matokeo ni aibu,0
239,mimi ni shabiki mkubwa wa michezo ya rpg lakini sinema hii ni aibu kwa shabiki yeyote wa rpg anayejiheshimu,0,mimi ni shabiki mkubwa wa michezo ya rpg lakini sinema hi ni aibu kwa shabiki yeyote wa rpg anayejiheshimu,0
240,hadithi hizo zilikuwa zisizoaminika kama wahusika,0,hadithi hizo zilikuwa zisizoaminika kama wahusika,0
241,mistari kupunguzwa sauti kila kitu kibaya,0,mistari kupunguzwa sauti kila kitu kibaya,0
242,unaweza kupata sinema bora kwenye youtube,0,unaweza kupata sinema bora kwenye youtube,0
243,mstari wa juu usipoteze wakati wako na pesa kwenye hii ni mbaya kama inavyotokea,0,mstari wa ju usipoteze wakati wako na pesa kwenye hi ni mbaya kama inavyotokea,0
244,sana ujinga katika kila nyanja kuwa inakuwa fujo nyepesi isiyo ya kupendeza hii ni moja ya sinema zinazosahaulika sana ambazo nimeona,0,sana ujinga katika kila nyanja kuwa inakuwa fujo nyepesi isiyo ya kupendeza hi ni moja ya sinema zinazosahaulika sana ambazo nimeona,0
245,epuka epuka epuka,0,epuka epuka epuka,0
246,itakuendesha kupiga wazimu,0,itakuendesha kupiga wazimu,0
247,hakuna kitu kipya hapo,0,hakuna kitu kipya hapo,0
248,sinema haina hatua yoyote ndani yake na ucheshi ni mdogo sana,0,sinema haina hatua yoyote ndani yake na ucheshi ni mdogo sana,0
249,maonyesho haya hayafurahishi,0,maonyesho haya hayafurahishi,0
250,nimechoka sana na nguzo ambazo ni uvivu tu kuandika na hapa wanakuja kwa nene na haraka,0,nimechoka sana na nguzo ambazo ni uvivu tu kuandika na hapa wanakuja kwa nene na haraka,0
251,kwanini filamu hii ilitengenezwa,0,kwanini filamu hi ilitengenezwa,0
252,matokeo yake ni filamu ambayo haionekani kuwa sawa,0,matokeo yake ni filamu ambayo haionekani kuwa sawa,0
253,hakuna hata mmoja wao anayefurahisha,0,hakuna hata moja wao anayefurahisha,0
254,the foreigner haifai sekunde moja ya wakati wako,0,the foreigner haifai sekunde moja ya wakati wako,0
255,njama hiyo ni ya kijinga ambayo haifurahishi kwa njia yeyote,0,njama hiyo ni ya kijinga ambayo haifurahishi kwa njia yeyote,0
256,jinsi kipande hiki cha takataka kilivyowahi kutolewa ni imenishinda uigizaji hadithi wahusika athari zinazodaiwa kuwa maalum nk zote ni mbaya,0,jinsi kipande hiki cha takataka kilivyowahi kutolewa ni imenishinda uigizaji hadithi wahusika athari zinazodaiwa kuwa malum nk zote ni mbaya,0
257,epuka kwa gharama zote,0,epuka kwa gharama zote,0
258,star trek v frontier ya mwisho ndio mbaya zaidi kwenye safu,0,star trek v frontier ya mwisho ndio mbaya zaidi kwenye safu,0
259,mahali pema tu kwa filamu hii iko kwenye takatakataka,0,mahali pema tu kwa filamu hi iko kwenye takatakataka,0
260,mbaya zaidi ya mfululizo,0,mbaya zaidi ya mfululizo,0
261,nilikatishwa tamaa na kujiuliza jinsi inaweza kuwa katika orodha fupi ya oscar,0,nilikatishwa tama na kujiuliza jinsi inaweza kuwa katika orodha fupi ya oscar,0
262,usipoteze muda wako,0,usipoteze muda wako,0
263,ni kama sinema mbaya ya saa mbili,0,ni kama sinema mbaya ya sa mbili,0
264,bado ninajaribu kupata jinsi ilikuwa mbaya,0,bado ninajaribu kupata jinsi ilikuwa mbaya,0
265,hii ilikuwa moja ya filamu mbaya kabisa ambayo nimewahi kuona,0,hi ilikuwa moja ya filamu mbaya kabisa ambayo nimewahi kuona,0
266,kwa kweli hajui jinsi ya kutengeneza sinema ya vitendo madhubuti kutoka kwa mwandishi wa jeshi la anga ambaye alilazimika kuandika hati hiyo kwa pesa nyingi tu,0,kwa kweli hajui jinsi ya kutengeneza sinema ya vitendo madhubuti kutoka kwa mwandishi wa jeshi la anga ambaye alilazimika kuandika hati hiyo kwa pesa nyingi tu,0
267,mwisho wa siku ni moja ya sinema mbaya zaidi za bajeti kubwa ambazo nimewahi kuona,0,mwisho wa siku ni moja ya sinema mbaya zaidi za bajeti kubwa ambazo nimewahi kuona,0
268,sasa fikiria kwamba kila moja ya maamuzi hayo yalifanywa vibaya,0,sasa fikiria kwamba kila moja ya mamuzi hayo yalifanywa vibaya,0
269,shida ni kwamba uandishi na kuelekeza hufanya iwezekani kuanzisha vitu,0,shida ni kwamba uandishi na kuelekeza hufanya iwezekani kuanzisha vitu,0
270,haina maana na inapoteza muda,0,haina mana na inapoteza muda,0
271,kwa kifupi usijiumbue na sinema hii,0,kwa kifupi usijiumbue na sinema hi,0
272,pia hadithi na kaimu zilikuwa dhaifu,0,pia hadithi na kaimu zilikuwa dhaifu,0
273,karibu saa  jioni niliinunua saa  jioni nilianza kuitazama karibu saa  jioni nikasambaza haraka filamu iliyobaki ili kuona ikiwa kuna kitu chochote kilichobaki cha kutazamwa kwa mwanadamu aliye na ubongo lakini hakukuwa,0,karibu sa jioni nilinunua sa jioni nilianza kuitazama karibu sa jioni nikasambaza haraka filamu iliyobaki ili kuona ikiwa kuna kitu chochote kilichobaki cha kutazamwa kwa mwanadamu aliye na ubongo lakini hakukuwa,0
274,nakala ni ya kijinga,0,nakala ni ya kijinga,0
275,kila kitu kapteni howdy anasema kijinga wazi tu,0,kila kitu kapteni howdy anasema kijinga wazi tu,0
276,filamu hii inajaribu kuwa ya kusisimua na ya kushangaza ya kutisha na inashindwa vibaya,0,filamu hi inajaribu kuwa ya kusisimua na ya kushangaza ya kutisha na inashindwa vibaya,0
277,hii labda ni moja ya sinema zisizo na ufanisi,0,hi labda ni moja ya sinema zisizo na ufanisi,0
278,kwa kiwango chochote filamu hii haipendezina sio ya kuchekesha,0,kwa kiwango chochote filamu hi haipendezina sio ya kuchekesha,0
279,epuka kwa gharama yoyote na yote,0,epuka kwa gharama yoyote na yote,0
280,epuka filamu hii kwa gharama zote,0,epuka filamu hi kwa gharama zote,0
281,sasa hii ni sinema ambayo sipendi kabisa,0,sasa hi ni sinema ambayo sipendi kabisa,0
282,sio ya kufurahisha,0,sio ya kufurahisha,0
283,vinginevyo usipoteze wakati wako kwenye hii sinema,0,vinginevyo usipoteze wakati wako kwenye hi sinema,0
284,hii inashindwa kuunda tuhuma yoyote ya kweli,0,hi inashindwa kunda tuhuma yoyote ya kweli,0
285,kwa habari ya muuaji usitegemee kitu chochote cha asili au hata cha kutisha kwa mbali,0,kwa habari ya muaji usitegeme kitu chochote cha asili au hata cha kutisha kwa mbali,0
286,samahani lakini kwa kweli siwezi kuipendekeza kwa mtu yeyote,0,samahani lakini kwa kweli siwezi kuipendekeza kwa mtu yeyote,0
287,mstari wa njama ya pili haueleweki,0,mstari wa njama ya pili haueleweki,0
288,niliichukia,0,nilichukia,0
289,haipendezi,0,haipendezi,0
290,hii ni moja ya sinema mbaya zaidi ya sandra bullock tangu speed  lakini sio mbaya kabisa,0,hi ni moja ya sinema mbaya zaidi ya sandra bulock tangu sped lakini sio mbaya kabisa,0
291,sielewi jinsi takataka hii ilifika kwenye rafu za duka la sinema hata sio sinema halisi,0,sielewi jinsi takataka hi ilifika kwenye rafu za duka la sinema hata sio sinema halisi,0
292,nina shaka sana kuwa mtu yeyote angependa takataka hii,0,nina shaka sana kuwa mtu yeyote angependa takataka hi,0
293,hii sio ya kutengeneza sinema,0,hi sio ya kutengeneza sinema,0
294,kaimu ni kama kutazama vijito vya mbao vinazunguka na kusoma kutoka kwa kitabu ndivyo ilivyo mbaya,0,kaimu ni kama kutazama vijito vya mbao vinazunguka na kusoma kutoka kwa kitabu ndivyo ilivyo mbaya,0
295,nakubaliana na jessica sinema hii si nzuri sana,0,nakubaliana na jesica sinema hi si nzuri sana,0
296,nimeona michezo ya sabuni yenye akili zaidi kuliko sinema hii,0,nimeona michezo ya sabuni yenye akili zaidi kuliko sinema hi,0
297,wahusika wabaya hadithi mbaya na kaimu mbaya,0,wahusika wabaya hadithi mbaya na kaimu mbaya,0
298,kweli mbaya,0,kweli mbaya,0
299,si rahisi kutizama,0,si rahisi kutizama,0
300,sinema ilionekana polepole kidogo mwanzoni,0,sinema ilionekana polepole kidogo mwanzoni,0
301,ni mbaya sana kwamba kila mtu mwingine aliyehusika hakushiriki kiwango cha kujitolea cha crowe kwa ubora kwa maana ikiwa wangefanya tungekuwa na filamu bora zaidi mikononi mwetu kuliko fujo hili ndogo,0,ni mbaya sana kwamba kila mtu mwingine aliyehusika hakushiriki kiwango cha kujitolea cha crowe kwa ubora kwa mana ikiwa wangefanya tungekuwa na filamu bora zaidi mikononi mwetu kuliko fujo hili ndogo,0
302,ni dharau kwa akili ya mtu na upotezaji mkubwa wa pesa,0,ni dharau kwa akili ya mtu na upotezaji mkubwa wa pesa,0
303,ila mbaya,0,ila mbaya,0
304,kwa neno moja ni aibu,0,kwa neno moja ni aibu,0
305,kwa bahati mbaya fadhila yoyote katika kazi ya utengenezaji wa filamu hii ilipotea kwenye hati ya kusikitisha,0,kwa bahati mbaya fadhila yoyote katika kazi ya utengenezaji wa filamu hi ilipotea kwenye hati ya kusikitisha,0
306,bila kusema nilipoteza pesa zangu,0,bila kusema nilipoteza pesa zangu,0
307,nilipoteza pesa na wakati,0,nilipoteza pesa na wakati,0
308,matangazo ni ya kupotosha zaidi,0,matangazo ni ya kupotosha zaidi,0
309,nilienda kwenye wavuti ya motorola na kufuata mwelekeo wote lakini sikuweza kuipata tena,0,nilienda kwenye wavuti ya motorola na kufuata mwelekeo wote lakini sikuweza kuipata tena,0
310,watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu,0,watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu,0
311,sikufikiria kwamba maagizo yaliyotolewa yalinisaidia,0,sikufikiria kwamba magizo yaliyotolewa yalinisaidia,0
312,nilimnunua mama yangu na alikuwa na shida na betri,0,nilimnunua mama yangu na alikuwa na shida na betri,0
313,haiweki shati,0,haiweki shati,0
314,nina zaidi ya miaka miwili katika mkataba huu na ninachukia simu hii,0,nina zaidi ya miaka miwili katika mkataba hu na ninachukia simu hi,0
315,utendaji duni wa wakati wa majadiliano,0,utendaji duni wa wakati wa majadiliano,0
316,bidhaa isiyo na maana,0,bidha isiyo na mana,0
317,nasikia tu takataka za sauti,0,nasikia tu takataka za sauti,0
318,sikuvutiwa na bidhaa hii,0,sikuvutiwa na bidha hi,0
319,nani katika akili zao sahihi ataweza kununua betri hii,0,nani katika akili zao sahihi ataweza kununua betri hi,0
320,sijafurahishwa hata kidogo,0,sijafurahishwa hata kidogo,0
321,sijafurahi nayo hata kidogo,0,sijafurahi nayo hata kidogo,0
322,vifungo ni mbaya,0,vifungo ni mbaya,0
323,kwa kweli unaweza kusahau msaada wa teknolojia ya microsoft,0,kwa kweli unaweza kusahau msada wa teknolojia ya microsoft,0
324,nunua simu tofauti lakini sio hii,0,nunua simu tofauti lakini sio hi,0
325,lazima ushike simu kwa pembe fulani ili mtu mwingine asikie wazi,0,lazima ushike simu kwa pembe fulani ili mtu mwingine asikie wazi,0
326,mic haifanyi kazi,0,mic haifanyi kazi,0
327,hata katika safu yangu ya bmw  ambayo ni kimya kabisa nina shida kusikia kile mtu mwingine anasema,0,hata katika safu yangu ya bmw ambayo ni kimya kabisa nina shida kusikia kile mtu mwingine anasema,0
328,usinunue kwa d kutangazwa vibaya kwa d,0,usinunue kwa d kutangazwa vibaya kwa d,0
329,nilinunua hii na baada ya siku  haikufanya kazi tena,0,nilinunua hi na bada ya siku haikufanya kazi tena,0
330,sio biashara nzuri,0,sio biashara nzuri,0
331,hakufanya kazi nzuri,0,hakufanya kazi nzuri,0
332,vifaa hivyo havikunipendeza,0,vifa hivyo havikunipendeza,0
333,sikupendezwa na vifaa hivyo,0,sikupendezwa na vifa hivyo,0
334,kwa bidhaa inayogharimu sana kama hii ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki,0,kwa bidha inayogharimu sana kama hi ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki,0
335,bidhaa hii ilifanya kazi nzuri lakini ikavunja baada ya miezi  ya matumizi,0,bidha hi ilifanya kazi nzuri lakini ikavunja bada ya miezi ya matumizi,0
336,usipoteze pesa yako,0,usipoteze pesa yako,0
337,nilipokea motorola yangu mpya inayodaiwa kuwa  na inaonekana hakukuwa na mechi kati ya simu na chaja,0,nilipokea motorola yangu mpya inayodaiwa kuwa na inaonekana hakukuwa na mechi kati ya simu na chaja,0
338,huo ni dosari kubwa ya kubuni,0,huo ni dosari kubwa ya kubuni,0
339,kamera ingawa imekadiriwa kwa megapixels zenye kuvutia  hutoa picha ambazo zinaanguka chini ya matarajio ya azimio kubwa kama hilo,0,kamera ingawa imekadiriwa kwa megapixels zenye kuvutia hutoa picha ambazo zinanguka chini ya matarajio ya azimio kubwa kama hilo,0
340,haifanyi kazi,0,haifanyi kazi,0
341,nilipata simu hii karibu na mwisho wa mei na sina furaha nayo,0,nilipata simu hi karibu na mwisho wa mei na sina furaha nayo,0
342,ubora mbaya,0,ubora mbaya,0
343,kimsingi huduma ilikuwa mbaya sana,0,kimsingi huduma ilikuwa mbaya sana,0
344,mnunuzi kuwa mwangalifu sana,0,mnunuzi kuwa mwangalifu sana,0
345,sikufurahi na kitu hiki,0,sikufurahi na kitu hiki,0
346,simu inachukua muda mwingi kuchaji kama masaa  hadi ,0,simu inachukua muda mwingi kuchaji kama masa hadi,0
347,mapokezi yake ni duni sana,0,mapokezi yake ni duni sana,0
348,vitu vilivyosemwa kama vilivyojumuishwa kutoka kwa maelezo havijajumlishwa,0,vitu vilivyosemwa kama vilivyojumuishwa kutoka kwa maelezo havijajumlishwa,0
349,nilikuwa natarajia zaidi,0,nilikuwa natarajia zaidi,0
350,ubora wa sauti ni duni duni sana,0,ubora wa sauti ni duni duni sana,0
351,siwezi kamwe tena,0,siwezi kamwe tena,0
352,jumia ghana ndio mbaya kabisa,0,jumia ghana ndio mbaya kabisa,0
